Title;Debunking;Image Analysis;Search;Reverse Image;Extra;True
article_11.html;https://www.ellinikahoaxes.gr/?s=%CE%B2%CE%B1%CF%81%CE%BF%CF%85%CF%86%CE%AC%CE%BA%CE%B7%CF%82+%CE%BF%CE%BC%CE%B9%CE%BB%CE%AF%CE%B1+%CF%83%CF%85%CE%BD%CE%AD%CE%BB%CE%B5%CF%85%CF%83%CE%B7+%CF%80%CE%BF%CE%BB%CF%85%CE%BA%CE%B1%CF%84%CE%BF%CE%B9%CE%BA%CE%AF%CE%B1;http://reveal-mklab.iti.gr/reveal/results/dd777555c84b6a4d68cc4ef7adf03d4f9fbbfdc9/;https://duckduckgo.com/?q=%CF%83%CF%85%CE%BD%CE%AD%CE%BB%CE%B5%CF%85%CF%83%CE%B7+%CF%80%CE%BF%CE%BB%CF%85%CE%BA%CE%B1%CF%84%CE%BF%CE%B9%CE%BA%CE%AF%CE%B1%CF%82+%CE%9A%CE%AC%CF%84%CF%89+%CE%A0%CE%B5%CF%84%CF%81%CE%B1%CE%BB%CF%8E%CE%BD%CF%89%CE%BD+%CE%93%CE%B9%CE%AC%CE%BD%CE%B7%CF%82&t=h_&ia=web;https://yandex.com/images/search?source=collections&cbir_id=1606777%2F7x5gb_sD366P4gtA7kEZ0w&rpt=imageview;#;0
article_12.html;https://www.ellinikahoaxes.gr/2018/01/11/proto-messi-hoax/;http://reveal-mklab.iti.gr/reveal/results/f9373b298a826e2c056b1e1dae92bd3e458d3fa2/;https://swisscows.ch/web?query=%CE%9F%20%CE%9C%CE%AD%CF%83%CE%B9%20%CE%B1%CE%B3%CF%8C%CF%81%CE%B1%CF%83%CE%B5%20%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CF%8C%20%CE%BD%CE%B7%CF%83%CE%AF%20%CF%83%CF%84%CE%BF%20%CE%99%CF%8C%CE%BD%CE%B9%CE%BF%20%CE%A0%CE%AD%CE%BB%CE%B1%CE%B3%CE%BF%CF%82;https://www.tineye.com/search/742b6ff6b6191683550cae3ba7cf3e5357056d8e/;#;0
article_13.html;https://www.ellinikahoaxes.gr/?s=%CF%80%CE%BF%CF%84%CE%AC%CE%BC%CE%B9+%CF%83%CE%BF%CE%BA%CE%BF%CE%BB%CE%AC%CF%84%CE%B1%CF%82+%CF%80%CE%BB%CE%B7%CE%BC%CE%BC%CF%8D%CF%81%CE%B9%CF%83%CE%B5+%CE%B4%CF%81%CF%8C%CE%BC%CE%BF+%CF%83%CF%84%CE%B7%CE%BD+%CF%80%CF%8C%CE%BB%CE%B7+%CE%92%CE%B5%CF%81%CE%BB;http://reveal-mklab.iti.gr/reveal/results/1ed0b61a8f46170aa11a685c8a48dea8aa664b16/;https://swisscows.ch/web?query=%CF%80%CE%BF%CF%84%CE%AC%CE%BC%CE%B9%20%CF%83%CE%BF%CE%BA%CE%BF%CE%BB%CE%AC%CF%84%CE%B1%CF%82%20%CF%80%CE%BB%CE%B7%CE%BC%CE%BC%CF%8D%CF%81%CE%B9%CF%83%CE%B5%20%CE%B4%CF%81%CF%8C%CE%BC%CE%BF%20%CF%83%CF%84%CE%B7%CE%BD%20%CF%80%CF%8C%CE%BB%CE%B7%20%CE%92%CE%B5%CF%81%CE%BB;https://www.tineye.com/search/ff78d254532f187f464f697db7f00b26867be029/;#;1
article_14.html;https://www.ellinikahoaxes.gr/2018/12/03/silipsi-2-mathiton-sto-agrinio/;http://reveal-mklab.iti.gr/reveal/results/ff9bd0ae1d02bbd9b7fb17a749285054d4c161e7/;https://duckduckgo.com/?q=%CE%A3%CF%85%CE%BD%CE%B5%CE%BB%CE%AE%CF%86%CE%B8%CE%B7%CF%83%CE%B1%CE%BD+%CE%BC%CE%B1%CE%B8%CE%B7%CF%84%CE%AD%CF%82+%CE%B3%CF%85%CE%BC%CE%BD%CE%B1%CF%83%CE%AF%CE%BF%CF%85+%CE%B3%CE%B9%CE%B1+%CF%84%CE%B7%CE%BD+%CE%BA%CE%B1%CF%84%CE%AC%CE%BB%CE%B7%CF%88%CE%B7+%CF%84%CE%BF%CF%85+%CF%83%CF%87%CE%BF%CE%BB%CE%B5%CE%AF%CE%BF%CF%85+&t=h_&ia=web;https://yandex.com/images/search?cbir_id=1608236%2FKy458VpHVB6iTlxoRiXDzw&rpt=imageview&from=;#;1
article_15.html;https://www.ellinikahoaxes.gr/2019/01/09/avgi-frontpage-hoax/;http://reveal-mklab.iti.gr/reveal/results/196f14ae042923074c1baab9a185c01847336208/;https://swisscows.ch/web?query=%CE%A1%CE%95%20%CE%91%CE%9D%CE%A4%CE%95%20%CE%A0%CE%97%CE%94%CE%97%CE%A7%CE%A4%CE%95%CE%99%CE%A4%CE%95%20%CE%9C%CE%99%CE%A3%CE%95%CE%9B%CE%9B%CE%97%CE%9D%CE%95%CE%A3.%20%CE%98%CE%95%CE%9B%CE%9F%CE%A5%CE%9D%20%CE%9D%CE%91%20%CE%9A%CE%91%CE%9D%CE%9F%CE%A5%CE%9D%20%CE%A4%CE%91%20%CE%A0%CE%91%CE%99%CE%94%CE%99%CE%91%20%CE%9C%CE%91%CE%A3%20...%20%CE%9C%CE%9F%CE%A5%CE%A3%CE%9F%CE%A5%CE%9B%CE%9C%CE%91%CE%9D%CE%9F%CE%A0%CE%91%CE%99%CE%94%CE%91.%20%CE%A0%CE%A1%CE%A9%CE%A4%CE%9F%CE%A3%CE%95%CE%9B%CE%9B%CE%99%CE%94%CE%9F%20%CE%A6%CE%A1%CE%99%CE%9A%CE%97%CE%A3%20%CE%A3%CE%A4%CE%97%CE%9D%20%CE%91%CE%A5%CE%93%CE%97.%20%CE%94%CE%95%CE%99%CE%A4%CE%95%20%26%20%CE%A6%CE%A1%CE%99%CE%9E%CE%A4%CE%95;https://yandex.com/images/search?cbir_id=1534468%2F8fxSGUkhEaYVuVawBOn06A&rpt=imageview&from=;http://www.gazzetta.gr/protoselida/politikes-efimerides/aygi/08-01-2019;0
article_16.html;https://www.ellinikahoaxes.gr/2018/03/01/to-koritsaki-me-tin-koukla/;http://reveal-mklab.iti.gr/reveal/results/33e7d3980d1ec421c1c5a3f78171ab940e857fee/;https://duckduckgo.com/?q=%CE%BA%CE%BF%CF%81%CE%B9%CF%84%CF%83%CE%AC%CE%BA%CE%B9+%CE%BA%CE%BB%CE%B5%CE%AF%CE%BD%CE%B5%CE%B9+%CF%84%CE%B1+%CE%BC%CE%AC%CF%84%CE%B9%CE%B1+%CF%84%CE%B7%CF%82+%CE%BA%CE%BF%CF%8D%CE%BA%CE%BB%CE%B1%CF%82+%CF%84%CE%B7+%CF%86%CF%81%CE%AF%CE%BA%CE%B7+%CF%83%CF%84%CE%B7+%CE%A3%CF%85%CF%81%CE%AF%CE%B1&t=h_&ia=web;https://tineye.com/search/cf6361a1d228154cd9129051e19a70d7f8de6cad/;#;0
article_17.html;https://www.ellinikahoaxes.gr/2013/12/04/%CF%84%CE%BF-%CF%87%CF%89%CF%81%CE%B9%CF%8C-%CF%80%CE%B7%CE%B3%CE%AE-%CF%83%CE%B5%CF%81%CF%81%CF%8E%CE%BD-%CE%B5%CF%80%CE%AD%CF%83%CF%84%CF%81%CE%B5%CF%88%CE%B5-%CF%83%CF%84%CE%B7-%CE%B4%CF%81%CE%B1/;http://reveal-mklab.iti.gr/reveal/results/37adab8671ed811a6214f0e52c288a66998158f6/;https://duckduckgo.com/?q=%CE%A0%CE%B7%CE%B3%CE%AE+%CE%A3%CE%B5%CF%81%CF%81%CF%8E%CE%BD%3A+%CE%A4%CE%BF+%CF%87%CF%89%CF%81%CE%B9%CF%8C+%CF%80%CE%BF%CF%85+%CE%B3%CF%8D%CF%81%CE%B9%CF%83%CE%B5+%CF%83%CF%84%CE%B7+%CE%B4%CF%81%CE%B1%CF%87%CE%BC%CE%AE&t=h_&ia=web;https://tineye.com/search/fef8f0cd70e4c4eb059d859e24ffd5cdb76fe2fe/;#;0
article_18.html;https://www.ellinikahoaxes.gr/?s=Voyager+%CE%AC%CF%83%CF%84%CF%81%CE%B1+%CE%B4%CE%B9%CE%B1%CF%83%CF%84%CE%B7%CE%BC%CE%B9%CE%BA%CF%8C;https://www.youtube.com/watch?v=MGPM58S5Njg;https://www.bing.com/search?q=%CE%93%CE%B9%CE%B1+%CE%B4%CE%B5%CF%8D%CF%84%CE%B5%CF%81%CE%B7+%CF%86%CE%BF%CF%81%CE%AC+%CF%83%CF%84%CE%B7+%CE%B4%CE%B9%CE%B1%CF%83%CF%84%CE%B7%CE%BC%CE%B9%CE%BA%CE%AE+%CE%B9%CF%83%CF%84%CE%BF%CF%81%CE%AF%CE%B1+%CF%84%CE%BF+Voyager+%CE%B2%CF%81%CE%AF%CF%83%CE%BA%CE%B5%CF%84%CE%B1%CE%B9+%CF%83%CE%B5+%CF%87%CF%8E%CF%81%CE%BF+%CE%B1%CE%BD%CE%AC%CE%BC%CE%B5%CF%83%CE%B1+%CF%83%CE%B5+%CE%AC%CF%83%CF%84%CF%81%CE%B1+-+%CE%92%CE%99%CE%9D%CE%A4%CE%95%CE%9F&qs=n&form=QBLH&sp=-1&pq=%CE%B3%CE%B9%CE%B1+%CE%B4%CE%B5%CF%8D%CF%84%CE%B5%CF%81%CE%B7+%CF%86%CE%BF%CF%81%CE%AC+%CF%83%CF%84%CE%B7+%CE%B4%CE%B9%CE%B1%CF%83%CF%84%CE%B7%CE%BC%CE%B9%CE%BA%CE%AE+%CE%B9%CF%83%CF%84%CE%BF%CF%81%CE%AF%CE%B1+%CF%84%CE%BF+voyager+%CE%B2%CF%81%CE%AF%CF%83%CE%BA%CE%B5%CF%84%CE%B1%CE%B9+%CF%83%CE%B5+%CF%87%CF%8E%CF%81%CE%BF+%CE%B1%CE%BD%CE%AC%CE%BC%CE%B5%CF%83%CE%B1+%CF%83%CE%B5+%CE%AC%CF%83%CF%84%CF%81%CE%B1+-+%CE%B2%CE%B9%CE%BD%CF%84%CE%B5%CE%BF&sc=0-94&sk=&cvid=EF27B89F655C4F32A7CBD3B06E862A47;#;#;1
article_19.html;https://www.ellinikahoaxes.gr/?s=40%25+%CE%BB%CE%B9%CE%B3%CF%8C%CF%84%CE%B5%CF%81%CE%BF+%CE%B1%CF%83%CF%84%CE%B9%CE%B3%CE%BC%CE%B1%CF%84%CE%B9%CF%83%CE%BC%CF%8C;http://reveal-mklab.iti.gr/reveal/results/de092b456ac22108c6e5bf5440bc13f84994e0bb/;https://swisscows.ch/web?query=%3A%20%CE%88%CF%89%CF%82%20%CE%BA%CE%B1%CE%B9%2040%25%20%CE%BB%CE%B9%CE%B3%CF%8C%CF%84%CE%B5%CF%81%CE%BF%20%CE%B1%CF%83%CF%84%CE%B9%CE%B3%CE%BC%CE%B1%CF%84%CE%B9%CF%83%CE%BC%CF%8C%20%CF%80%CE%B1%CF%81%CE%BF%CF%85%CF%83%CE%B9%CE%AC%CE%B6%CE%BF%CF%85%CE%BD%20%CF%8C%CF%83%CE%BF%CE%B9%20%CE%B3%CF%81%CE%AC%CF%86%CE%BF%CF%85%CE%BD%20%CE%BC%CE%B5%20greeklish;https://yandex.com/images/search?source=collections&cbir_id=1618023%2Fx0Llp1bxDYGA26orIehjdQ&rpt=imageview;#;0
article_20.html;https://www.ellinikahoaxes.gr/?s=%CF%83%CE%B1%CE%BA%CE%B1%CE%BA%CE%B9+%CE%B1%CE%BD%CF%84%CE%B5%CF%84%CE%BF%CE%BA%CE%BF%CF%85%CE%BC%CF%80%CE%BF;http://reveal-mklab.iti.gr/reveal/results/ee07ac5e49ad87a81b67d6b1f91c18df8a9ddf49/;https://duckduckgo.com/?q=%CE%A4%CE%BF+%CF%83%CE%B1%CE%BA%CE%AC%CE%BA%CE%B9+%CF%84%CE%BF%CF%85+%CE%93%CE%B9%CE%AC%CE%BD%CE%BD%CE%B7+%CE%91%CE%BD%CF%84%CE%B5%CF%84%CE%BF%CE%BA%CE%BF%CF%8D%CE%BD%CE%BC%CF%80%CE%BF&t=h_&ia=web;https://tineye.com/search/bc5fc99a3f3a468dd64c4b0824c924a404ba4215/;#;1
